age,type,origin,rarity
407,4,0,1.10052
402,3,3,1.1007
394,3,0,1.10073
402,4,3,1.10082
405,4,2,1.10083
399,4,1,1.10092
412,3,4,1.10106
398,0,6,1.10107
408,2,2,1.10109
393,1,4,1.10112
403,4,3,1.10114
402,2,1,1.1013
409,2,2,1.10141
404,1,6,1.10147
403,0,1,1.1015
397,2,0,1.10182
398,0,2,1.10191
404,2,1,1.10194
412,4,0,1.10214
397,1,4,1.10242
407,4,3,1.10244
413,4,0,1.10246
425,1,1,1.10273
405,1,0,1.10298
415,4,6,1.10299
410,3,3,1.10329
403,3,5,1.10341
407,4,1,1.10351
411,1,6,1.10373
410,0,1,1.10377
403,2,0,1.10377
413,2,5,1.10378
407,0,6,1.10399
430,1,1,1.10434
403,4,5,1.10449
403,3,1,1.10449
406,2,6,1.10462
414,4,3,1.1047
413,2,1,1.10486
424,3,4,1.10493
422,2,4,1.10501
408,3,5,1.10503
418,4,2,1.10504
423,2,4,1.10533
415,0,0,1.10539
413,4,1,1.10546
414,1,5,1.10554
417,3,3,1.10555
412,0,6,1.10561
414,4,1,1.10578
420,0,4,1.1058
415,1,5,1.10586
418,3,3,1.10588
427,3,4,1.1059
423,2,2,1.10593
408,1,4,1.10599
417,0,0,1.10603
417,2,1,1.10615
428,3,4,1.10623
426,2,4,1.1063
437,1,1,1.1066
419,0,0,1.10668
410,4,5,1.10676
423,0,4,1.10677
417,1,0,1.10687
413,2,6,1.10689
424,0,4,1.1071
427,2,2,1.10723
425,4,2,1.1073
412,4,5,1.10741
421,2,1,1.10745
420,1,5,1.10748
423,3,3,1.10749
432,3,4,1.10752
419,1,0,1.10752
428,2,2,1.10755
430,2,4,1.10759
426,2,5,1.10798
423,2,1,1.10809
417,3,0,1.10819
430,2,2,1.10819
425,1,6,1.10826
425,4,3,1.10826
418,3,5,1.10827
414,4,4,1.10842
443,1,1,1.10853
421,0,3,1.10865
429,0,4,1.10871
419,0,2,1.10872
436,3,4,1.10881
419,3,0,1.10884
444,1,1,1.10885
417,3,1,1.10903
424,1,0,1.10914
420,3,0,1.10916
445,1,1,1.10917
435,2,4,1.10921
417,4,4,1.10939
434,2,2,1.10949
424,0,6,1.1095
428,2,1,1.10971
418,4,4,1.10971
447,1,1,1.10982
417,2,3,1.10987
432,2,5,1.10992
435,3,2,1.10993
426,0,6,1.11015
431,1,6,1.1102
427,0,6,1.11047
419,2,3,1.11052
432,1,6,1.11053
422,1,4,1.11053
431,0,0,1.11056
431,2,1,1.11068
425,2,6,1.11078
428,0,6,1.1108
420,1,2,1.11084
432,0,0,1.11089
435,3,3,1.11138
425,1,4,1.11151
424,4,4,1.11166
436,1,6,1.11182
442,4,0,1.11183
431,0,3,1.11189
425,4,4,1.11199
429,2,6,1.11208
437,1,6,1.11214
436,0,1,1.11218
430,2,6,1.11241
441,4,2,1.11247
443,3,2,1.11252
433,0,3,1.11254
441,0,4,1.11259
428,3,6,1.1126
431,2,6,1.11273
449,3,4,1.113
440,4,3,1.11312
439,0,0,1.11315
442,2,5,1.11316
443,0,4,1.11324
447,4,0,1.11345
431,3,1,1.11357
434,0,2,1.11358
432,1,4,1.11378
432,3,6,1.1139
432,4,5,1.1139
432,0,5,1.1139
445,2,5,1.11413
436,2,6,1.11435
439,0,6,1.11436
447,0,4,1.11453
437,3,0,1.11468
442,4,1,1.11485
438,0,2,1.11488
438,3,0,1.115
433,1,2,1.11507
448,3,3,1.11558
451,0,4,1.11583
441,0,2,1.11585
441,2,6,1.11597
456,2,4,1.11599
442,3,5,1.11606
455,2,2,1.11627
456,4,0,1.11635
452,2,5,1.11639
457,4,6,1.11655
447,1,0,1.11659
451,4,3,1.11667
457,4,0,1.11668
441,1,4,1.1167
440,4,4,1.11686
452,3,3,1.11688
448,1,0,1.11691
448,0,6,1.11728
440,1,2,1.11734
452,0,0,1.11736
442,4,4,1.11751
457,4,2,1.11765
472,1,1,1.11787
460,2,2,1.11789
461,4,0,1.11797
442,1,2,1.11799
454,0,0,1.11801
448,0,2,1.11812
452,1,0,1.11821
462,4,0,1.11829
455,0,0,1.11833
457,3,3,1.11849
447,1,4,1.11865
445,1,2,1.11896
448,3,6,1.11909
449,1,4,1.11929
462,0,4,1.11938
449,3,1,1.11942
455,0,3,1.11967
478,1,1,1.1198
451,4,5,1.12006
468,4,0,1.12023
465,4,2,1.12023
452,1,4,1.12027
461,0,0,1.12027
451,4,4,1.12043
463,4,3,1.12056
453,0,5,1.12071
452,4,4,1.12075
471,2,4,1.12083
469,3,2,1.12092
454,3,6,1.12104
457,0,2,1.12104
463,2,1,1.12104
460,0,6,1.12116
466,1,6,1.12153
471,3,2,1.12156
456,1,4,1.12157
468,2,5,1.12157
473,2,2,1.12209
458,4,5,1.12234
458,3,6,1.12234
465,1,0,1.12242
456,1,2,1.12254
468,2,1,1.12266
458,4,4,1.1227
477,2,4,1.12277
473,1,3,1.12306
470,0,1,1.12319
461,1,4,1.12319
461,3,6,1.12331
464,0,2,1.12331
478,4,6,1.12334
472,3,3,1.12335
479,2,4,1.12342
478,4,0,1.12346
477,3,2,1.1235
471,2,1,1.12363
465,3,0,1.12376
473,1,6,1.12379
466,3,5,1.12384
483,3,4,1.12397
467,3,5,1.12416
474,0,1,1.12448
465,4,5,1.12461
482,4,6,1.12463
476,3,3,1.12464
481,3,2,1.12479
469,3,5,1.12481
468,2,0,1.12485
466,3,1,1.12493
466,4,5,1.12493
480,4,2,1.12508
476,0,0,1.12513
467,1,4,1.12514
468,0,5,1.12558
467,4,4,1.12562
481,1,3,1.12565
482,4,2,1.12573
479,4,3,1.12573
474,0,3,1.12582
497,1,1,1.12592
472,2,6,1.12603
480,1,6,1.12606
483,0,4,1.12617
477,4,1,1.12619
481,4,3,1.12638
471,3,6,1.12656
470,4,4,1.1266
488,4,0,1.12669
469,1,2,1.12676
472,0,5,1.12688
480,1,5,1.12691
471,4,4,1.12692
478,0,6,1.127
483,4,3,1.12703
475,2,0,1.12712
489,3,2,1.12738
471,1,2,1.12741
483,2,1,1.12752
480,0,6,1.12765
484,0,0,1.12772
478,3,5,1.12773
478,0,2,1.12785
475,0,5,1.12785
491,2,2,1.1279
488,1,3,1.12791
493,2,4,1.12794
485,0,1,1.12804
489,1,3,1.12824
480,3,5,1.12838
474,1,2,1.12838
490,0,4,1.12844
486,2,1,1.12849
488,3,3,1.12852
493,3,2,1.12867
478,3,1,1.12883
494,2,2,1.12887
495,4,0,1.12895
496,4,6,1.12915
497,4,0,1.1296
490,0,1,1.12966
494,1,3,1.12985
487,0,6,1.12991
484,2,6,1.12992
491,0,0,1.12999
502,3,4,1.13011
489,1,0,1.13019
480,2,3,1.13033
488,0,3,1.13036
492,2,1,1.13043
483,4,5,1.13045
499,2,2,1.13049
486,3,0,1.13057
499,3,2,1.13061
486,2,0,1.13069
495,3,3,1.13079
488,3,5,1.13097
482,2,3,1.13098
505,3,4,1.13107
485,0,5,1.1311
501,3,2,1.13126
486,0,5,1.13142
499,1,3,1.13147
500,4,2,1.13155
497,1,6,1.13156
496,2,1,1.13173
503,3,2,1.1319
485,2,3,1.13196
494,0,6,1.13218
502,4,2,1.13219
492,3,5,1.13227
498,2,1,1.13237
489,0,5,1.1324
500,1,6,1.13253
503,2,5,1.13289
488,2,3,1.13293
491,3,6,1.13305
507,2,2,1.13307
498,1,0,1.13311
499,4,1,1.13331
506,4,2,1.13349
505,2,5,1.13353
502,0,0,1.13355
506,0,4,1.13361
504,3,3,1.1337
507,0,4,1.13393
494,3,6,1.13402
512,4,6,1.13432
495,3,6,1.13435
511,2,2,1.13436
494,2,3,1.13488
514,4,6,1.13496
513,2,2,1.13501
511,0,4,1.13523
506,1,5,1.13533
497,4,4,1.13536
509,1,6,1.13544
502,3,5,1.13551
527,1,1,1.13557
506,4,1,1.13558
506,1,0,1.1357
513,4,2,1.13575
502,2,6,1.13576
515,3,2,1.13578
509,0,0,1.13581
497,1,2,1.13585
511,3,3,1.13597
511,4,3,1.13609
498,2,3,1.13618
508,4,1,1.13623
501,0,5,1.13629
501,3,6,1.13629
502,1,4,1.13649
515,0,4,1.13652
511,2,1,1.13658
502,3,1,1.13662
505,3,0,1.13673
505,2,0,1.13685
532,1,1,1.13718
521,4,6,1.13723
515,3,3,1.13726
517,1,3,1.13729
507,3,0,1.13738
507,2,6,1.13738
514,0,1,1.13743
525,3,4,1.13753
522,4,6,1.13755
514,2,1,1.13755
516,1,6,1.13771
508,2,0,1.13783
523,4,6,1.13787
517,4,3,1.13803
516,0,0,1.13808
535,1,1,1.13815
509,2,0,1.13815
511,3,5,1.13843
536,1,1,1.13847
506,1,2,1.13878
517,1,5,1.13889
526,4,0,1.13896
515,0,6,1.13899
522,2,5,1.13903
527,4,6,1.13916
510,0,5,1.13921
524,0,4,1.13943
514,0,2,1.13953
511,4,5,1.13954
517,0,6,1.13963
523,3,3,1.13985
519,1,0,1.13991
529,4,0,1.13993
515,3,0,1.13997
516,3,5,1.14005
515,2,0,1.1401
522,2,1,1.14014
513,4,5,1.14019
521,1,5,1.14019
524,4,3,1.1403
514,1,4,1.14039
542,1,1,1.1404
515,0,5,1.14084
529,4,2,1.14092
526,1,6,1.14094
528,2,5,1.14097
516,3,1,1.14116
516,0,5,1.14116
518,1,4,1.14169
546,1,1,1.14169
523,0,3,1.1417
538,3,4,1.14172
521,3,0,1.14192
522,0,2,1.14212
533,4,2,1.14222
525,0,6,1.14223
524,3,5,1.14264
534,0,4,1.14266
538,4,6,1.14272
534,1,3,1.14279
529,4,1,1.14303
522,3,1,1.14311
540,2,4,1.14311
551,1,1,1.1433
540,4,6,1.14336
537,0,4,1.14363
528,3,5,1.14394
543,2,4,1.14408
541,3,2,1.14418
528,3,0,1.14419
535,0,1,1.14423
529,3,5,1.14427
533,1,0,1.14445
555,1,1,1.14459
530,3,5,1.14459
524,2,3,1.14462
541,2,5,1.14518
526,2,3,1.14527
545,2,2,1.14535
537,1,5,1.14537
542,1,3,1.14537
529,3,6,1.14538
535,0,6,1.14547
540,1,6,1.14547
532,2,0,1.14561
547,4,6,1.14562
530,3,6,1.14571
530,3,1,1.14571
559,1,1,1.14588
542,3,3,1.146
531,3,6,1.14603
548,4,0,1.14607
541,0,1,1.14617
542,0,1,1.14649
542,0,0,1.14649
561,1,1,1.14652
536,3,5,1.14654
533,1,4,1.14655
542,2,1,1.14662
544,3,3,1.14664
546,1,3,1.14667
533,4,5,1.14668
549,3,2,1.14677
539,0,3,1.14689
531,1,2,1.1469
552,2,4,1.14699
547,1,3,1.14699
548,4,2,1.14707
540,0,6,1.14709
548,2,5,1.14744
536,3,6,1.14765
550,4,2,1.14771
547,4,3,1.14774
540,3,5,1.14783
557,3,4,1.14785
534,1,2,1.14787
553,2,2,1.14793
535,2,3,1.1482
567,1,1,1.14845
552,1,3,1.14861
539,3,1,1.14863
556,4,0,1.14865
546,1,0,1.14866
568,1,1,1.14878
540,3,6,1.14895
551,1,6,1.14903
551,4,3,1.14903
544,0,2,1.14925
541,0,5,1.14928
547,0,6,1.14936
552,1,6,1.14936
544,3,0,1.14938
555,0,4,1.14945
545,3,5,1.14945
539,2,3,1.1495
548,0,3,1.1498
554,1,6,1.15
556,2,5,1.15003
546,3,0,1.15003
547,0,2,1.15023
544,0,5,1.15025
560,3,2,1.15032
557,2,5,1.15035
545,1,4,1.15045
548,0,2,1.15055
545,0,5,1.15057
559,4,2,1.15062
555,0,1,1.1507
547,1,4,1.1511
553,0,3,1.15142
554,0,3,1.15175
566,4,6,1.15176
549,0,5,1.15187
549,3,1,1.15187
560,4,3,1.15194
562,2,5,1.15197
553,2,6,1.1523
548,2,3,1.15242
548,1,2,1.15242
550,4,4,1.15257
567,3,2,1.15258
560,1,5,1.15282
552,3,6,1.15285
566,0,4,1.15301
569,3,2,1.15323
557,3,5,1.15335
559,0,3,1.15337
567,1,3,1.15346
562,1,5,1.15347
568,0,4,1.15366
562,1,0,1.15384
568,2,5,1.15391
566,0,0,1.15426
574,4,6,1.15434
557,1,4,1.15434
565,4,1,1.15469
558,3,1,1.15479
571,2,5,1.15488
562,0,2,1.15509
573,4,2,1.15515
558,4,4,1.15517
577,4,0,1.15544
574,4,2,1.15547
570,2,1,1.15568
560,4,4,1.15582
569,4,1,1.15598
591,1,1,1.15618
563,4,5,1.15642
569,0,6,1.15648
576,2,5,1.15649
566,3,0,1.15651
580,3,2,1.15678
576,1,6,1.15712
576,4,3,1.15712
568,2,0,1.15729
577,3,3,1.15732
567,1,4,1.15759
576,2,1,1.15762
575,1,5,1.15768
570,0,2,1.15769
567,3,1,1.15771
581,4,2,1.15773
596,1,1,1.15779
575,4,1,1.15793
566,1,2,1.15827
585,2,2,1.15827
572,0,2,1.15833
590,3,4,1.1585
581,3,3,1.15861
583,1,3,1.15863
581,4,3,1.15874
576,0,3,1.15888
589,2,4,1.15894
584,1,3,1.15896
571,0,5,1.15901
585,4,2,1.15903
582,4,3,1.15906
581,0,1,1.15912
581,2,1,1.15924
590,2,4,1.15926
580,1,5,1.1593
575,0,2,1.15931
588,3,2,1.15937
582,2,1,1.15957
573,3,1,1.15966
594,3,4,1.15979
581,1,0,1.16
585,1,6,1.16003
582,4,1,1.16019
572,1,2,1.16021
586,1,6,1.16036
578,3,0,1.16041
581,0,3,1.1605
592,2,2,1.16053
583,1,0,1.16064
589,2,5,1.1607
576,4,4,1.16101
587,0,1,1.16106
587,0,0,1.16106
585,4,1,1.16117
580,2,0,1.16118
575,1,2,1.16119
591,2,5,1.16135
586,4,1,1.16149
595,2,2,1.1615
579,0,5,1.16161
579,4,5,1.16161
586,1,0,1.16162
585,0,6,1.16167
585,0,3,1.1618
598,2,4,1.16184
584,3,5,1.1621
592,1,6,1.1623
579,2,3,1.16249
600,4,6,1.16274
599,3,2,1.16292
593,0,0,1.163
597,0,4,1.16303
584,0,5,1.16323
584,3,6,1.16323
584,4,5,1.16323
605,3,4,1.16334
596,3,3,1.16347
585,3,6,1.16356
614,1,1,1.16359
596,0,0,1.16397
587,4,5,1.16421
597,0,1,1.1643
605,4,6,1.16436
588,1,4,1.1644
601,1,3,1.16445
594,0,6,1.16459
591,2,6,1.16462
600,3,3,1.16476
592,0,2,1.16482
589,4,5,1.16485
592,2,6,1.16495
607,4,6,1.165
595,0,3,1.16504
587,2,3,1.16509
591,1,4,1.16538
593,2,0,1.1654
597,0,3,1.16568
592,1,4,1.1657
610,2,4,1.16572
592,3,6,1.16583
596,3,5,1.16599
593,3,6,1.16615
604,1,6,1.16618
594,0,5,1.16648
594,3,6,1.16648
607,2,5,1.16652
598,3,5,1.16664
595,1,4,1.16668
614,2,4,1.16701
593,2,3,1.16703
625,1,1,1.16713
602,0,3,1.1673
610,2,5,1.16749
607,0,0,1.16753
615,4,6,1.16759
606,1,5,1.16771
612,4,2,1.16776
614,3,2,1.16777
615,2,2,1.16797
610,3,3,1.168
610,1,6,1.16812
607,4,1,1.16829
597,2,3,1.16833
600,3,1,1.16842
606,0,6,1.16847
621,3,4,1.16851
598,1,2,1.16866
607,0,6,1.1688
600,4,4,1.1688
622,3,4,1.16883
604,2,6,1.16884
620,2,4,1.16895
608,0,6,1.16912
617,4,2,1.16937
609,0,3,1.16957
604,1,4,1.1696
606,2,0,1.16961
617,1,3,1.16963
607,0,2,1.16968
633,1,1,1.1697
611,1,0,1.16971
614,2,1,1.16993
624,2,4,1.17024
614,1,5,1.17031
635,1,1,1.17035
613,1,0,1.17036
610,3,5,1.17053
618,3,3,1.17059
615,1,5,1.17063
618,1,6,1.17071
613,0,6,1.17074
610,3,0,1.17078
621,0,4,1.17079
613,0,3,1.17087
625,4,0,1.17094
612,3,5,1.17118
618,2,1,1.17122
623,0,4,1.17144
623,1,3,1.17157
622,1,6,1.17201
621,2,1,1.17219
620,1,5,1.17225
628,3,2,1.17229
612,0,5,1.17232
630,4,6,1.17243
613,3,1,1.17264
626,2,5,1.17266
619,0,6,1.17269
616,2,6,1.17273
611,1,2,1.17288
614,3,6,1.17297
617,2,6,1.17305
622,4,1,1.17315
622,1,0,1.17328
626,1,6,1.1733
625,0,0,1.17336
629,0,4,1.17338
616,0,5,1.17362
614,1,2,1.17386
633,3,2,1.17391
617,3,6,1.17394
630,2,5,1.17396
629,3,3,1.17414
631,2,5,1.17428
637,2,4,1.17444
619,0,5,1.17459
632,2,5,1.17461
640,3,4,1.17464
623,0,2,1.17487
630,0,0,1.17498
623,3,0,1.175
642,3,4,1.17528
630,1,5,1.17549
628,0,6,1.1756
652,1,1,1.17582
634,1,6,1.17589
641,4,6,1.17598
627,3,5,1.17604
624,4,5,1.17621
625,1,4,1.17641
639,4,2,1.17649
641,3,2,1.17649
636,1,6,1.17654
635,0,0,1.1766
635,2,1,1.17672
633,1,0,1.17684
647,3,4,1.1769
636,2,1,1.17705
635,1,5,1.17711
627,3,6,1.17719
657,1,1,1.17743
646,4,6,1.1776
642,1,3,1.17771
626,2,3,1.17775
650,3,4,1.17787
630,1,4,1.17803
648,4,6,1.17824
645,1,3,1.17868
635,2,0,1.17902
633,3,1,1.17913
643,2,1,1.17931
663,1,1,1.17936
645,4,3,1.17945
644,0,1,1.17951
652,4,0,1.17966
648,2,5,1.17978
635,0,5,1.17978
656,3,4,1.1798
641,0,6,1.17982
645,0,1,1.17983
653,4,0,1.17999
633,1,2,1.18003
643,1,0,1.18008
647,1,6,1.1801
636,0,5,1.18011
639,3,0,1.18019
644,4,1,1.18028
637,3,1,1.18043
638,1,4,1.18063
640,2,0,1.18064
645,1,0,1.18073
649,1,6,1.18074
644,0,3,1.18092
648,2,1,1.18093
652,1,3,1.18095
652,2,5,1.18107
639,3,6,1.18108
639,4,5,1.18108
649,0,0,1.18113
642,2,6,1.18116
647,4,1,1.18125
651,3,3,1.18126
640,1,4,1.18128
648,1,5,1.18132
657,2,2,1.18154
641,1,4,1.1816
670,1,1,1.18162
662,3,4,1.18174
671,1,1,1.18194
649,1,0,1.18202
652,0,1,1.1821
646,3,5,1.1822
650,4,1,1.18222
652,2,1,1.18223
660,4,0,1.18225
654,4,3,1.18236
656,2,5,1.18237
661,4,6,1.18244
649,0,3,1.18254
644,1,4,1.18258
655,4,3,1.18268
658,0,4,1.18276
661,2,2,1.18283
658,1,3,1.18289
658,2,5,1.18301
645,0,5,1.18303
659,0,4,1.18308
648,3,0,1.18311
653,4,1,1.18319
659,2,5,1.18334
646,3,1,1.18335
664,4,6,1.18341
652,0,3,1.18351
647,0,5,1.18368
677,1,1,1.18387
656,1,5,1.18391
666,2,2,1.18444
657,4,1,1.18449
667,4,0,1.18451
653,0,2,1.1846
660,0,1,1.18469
664,1,3,1.18483
668,4,0,1.18483
648,2,3,1.1849
662,1,6,1.18495
661,0,1,1.18501
670,2,4,1.18509
657,0,3,1.18513
663,3,3,1.18514
673,3,4,1.18529
661,1,5,1.18553
664,1,6,1.1856
653,4,5,1.18563
665,1,6,1.18592
654,3,1,1.18595
660,0,3,1.1861
664,2,1,1.18611
669,4,2,1.18619
671,3,2,1.18619
672,2,2,1.18638
674,2,4,1.18638
661,0,3,1.18642
669,2,5,1.18657
670,0,4,1.18664
665,1,5,1.18682
654,2,3,1.18685
675,4,6,1.18696
676,2,4,1.18703
663,0,3,1.18707
675,4,0,1.18709
666,1,5,1.18714
655,2,3,1.18717
665,1,0,1.18721
669,1,6,1.18721
668,0,1,1.18728
676,4,0,1.18742
659,1,4,1.18745
661,2,0,1.18745
670,4,3,1.18754
680,3,4,1.18755
659,3,1,1.18757
665,0,6,1.18759
666,0,3,1.18804
690,1,1,1.18805
682,3,4,1.18819
673,3,3,1.18838
673,4,3,1.18851
683,3,4,1.18851
662,3,1,1.18855
671,1,5,1.18876
663,3,6,1.18887
677,0,4,1.1889
681,4,6,1.1889
666,2,6,1.18895
667,3,5,1.18901
661,2,3,1.18912
674,0,0,1.18922
678,0,4,1.18922
663,4,4,1.18926
682,4,0,1.18935
676,1,6,1.18948
679,1,3,1.18968
683,4,0,1.18968
663,2,3,1.18977
664,2,3,1.1901
685,4,6,1.19019
665,1,2,1.19042
675,1,0,1.19045
668,3,6,1.19049
678,0,0,1.19051
671,3,0,1.19057
674,0,3,1.19064
666,1,2,1.19075
699,1,1,1.19095
670,1,4,1.19101
678,1,5,1.19103
667,2,3,1.19107
677,1,0,1.19109
670,3,1,1.19114
680,0,1,1.19116
673,2,6,1.19122
668,2,3,1.1914
692,3,4,1.19142
671,3,6,1.19147
677,0,6,1.19148
675,3,5,1.19161
679,4,1,1.19161
675,2,6,1.19186
673,0,5,1.19212
673,3,1,1.19212
673,4,5,1.19212
683,2,1,1.19226
684,0,1,1.19246
686,3,3,1.19259
684,1,5,1.19297
676,3,6,1.19309
688,3,3,1.19323
679,2,0,1.19329
691,4,2,1.1933
698,3,4,1.19336
677,4,5,1.19342
676,4,4,1.19348
691,1,3,1.19356
676,1,2,1.19399
679,0,5,1.19406
697,2,2,1.19446
698,2,2,1.19478
684,2,0,1.19491
689,1,0,1.19498
696,0,4,1.19504
699,2,2,1.19511
680,1,2,1.19529
687,0,2,1.19563
687,3,0,1.19576
714,1,1,1.19578
699,4,2,1.19588
692,1,0,1.19595
691,0,6,1.19602
688,2,6,1.19608
689,3,5,1.19615
693,4,1,1.19615
700,4,2,1.19621
683,1,2,1.19627
704,4,0,1.19646
689,2,0,1.19653
684,1,2,1.19659
694,1,0,1.1966
699,3,3,1.19679
688,3,6,1.19699
707,2,4,1.19704
705,2,2,1.19704
689,1,4,1.19718
702,2,5,1.19724
703,0,4,1.19731
689,4,5,1.19731
711,3,4,1.19755
704,0,4,1.19763
690,4,5,1.19763
709,2,4,1.19769
704,1,3,1.19776
699,1,5,1.19783
691,3,1,1.19796
708,3,2,1.19814
706,4,2,1.19815
700,1,5,1.19815
689,2,3,1.19822
700,4,1,1.19841
703,0,0,1.19861
694,1,4,1.1988
705,1,6,1.19886
708,0,4,1.19892
698,3,5,1.19906
709,4,2,1.19912
705,0,0,1.19925
705,0,1,1.19925
695,0,5,1.19926
712,2,2,1.19931
703,4,1,1.19939
698,2,0,1.19945
699,2,6,1.19965
699,2,0,1.19978
718,3,4,1.19981
697,3,1,1.19991
695,2,3,1.20017
712,0,4,1.20022
708,0,0,1.20022
712,1,3,1.20035
715,3,2,1.20041
699,4,5,1.20056
709,2,1,1.20068
714,0,4,1.20086
710,0,1,1.20087
704,2,6,1.20127
705,0,2,1.20146
716,2,5,1.20177
714,1,6,1.20178
700,1,2,1.20179
703,0,5,1.20185
722,4,6,1.20214
708,3,5,1.20231
721,3,2,1.20234
715,0,0,1.20249
719,2,5,1.20274
723,2,2,1.20286
715,1,5,1.20301
718,1,6,1.20307
710,0,2,1.20308
704,1,2,1.20309
707,0,5,1.20315
719,4,3,1.20339
720,3,3,1.20359
712,3,5,1.2036
723,4,2,1.20364
711,2,0,1.20367
716,1,0,1.20373
706,1,2,1.20374
726,2,2,1.20383
726,3,2,1.20396
731,3,4,1.204
727,3,2,1.20428
724,2,5,1.20436
711,4,5,1.20445
733,3,4,1.20465
722,0,0,1.20476
722,2,1,1.20489
715,2,0,1.20497
713,3,1,1.2051
713,4,5,1.2051
712,4,4,1.20517
721,4,1,1.20522
727,2,5,1.20533
711,1,2,1.20536
718,3,5,1.20555
723,4,1,1.20586
735,2,4,1.20608
746,1,1,1.20609
724,1,0,1.20632
727,0,1,1.20637
720,3,0,1.20646
737,2,4,1.20673
735,3,2,1.20687
719,0,5,1.20705
719,3,6,1.20705
718,4,4,1.20711
734,4,2,1.2072
730,0,1,1.20735
742,3,4,1.20755
739,4,6,1.20764
727,0,6,1.20768
751,1,1,1.20769
740,2,4,1.2077
739,4,0,1.20777
727,0,3,1.20781
724,2,0,1.20789
729,1,0,1.20794
740,4,6,1.20796
741,2,4,1.20802
722,4,5,1.20802
721,4,4,1.20809
987,4,4,1.20818
744,3,4,1.2082
734,1,6,1.20825
726,2,0,1.20853
730,0,3,1.20879
728,3,5,1.20879
736,4,3,1.20889
756,1,1,1.2093
743,3,2,1.20945
741,4,2,1.20946
737,0,0,1.20961
757,1,1,1.20963
737,2,1,1.20974
731,3,5,1.20976
738,0,1,1.20994
734,0,6,1.20995
750,3,4,1.21014
737,1,5,1.21014
733,3,5,1.21041
732,2,0,1.21048
741,4,3,1.21051
737,1,0,1.21053
748,4,6,1.21054
727,1,2,1.21056
736,0,3,1.21073
742,4,3,1.21084
750,2,4,1.21093
731,3,6,1.21094
745,2,5,1.21115
750,4,0,1.21132
747,4,2,1.2114
741,1,5,1.21143
744,4,3,1.21148
747,0,4,1.21153
763,1,1,1.21156
737,3,5,1.21171
750,3,2,1.21171
764,1,1,1.21188
748,1,3,1.21199
746,1,6,1.21213
746,4,3,1.21213
732,1,2,1.21218
738,3,0,1.2123
747,3,3,1.21232
752,3,2,1.21236
739,0,2,1.21249
736,4,5,1.21256
746,2,1,1.21266
751,4,2,1.2127
734,2,3,1.21283
743,0,6,1.21287
747,2,1,1.21298
743,0,3,1.213
741,3,5,1.21301
735,2,3,1.21316
750,3,3,1.21329
752,2,5,1.21341
747,4,1,1.21364
748,1,5,1.2137
753,2,5,1.21374
758,4,6,1.21377
746,0,6,1.21384
743,2,0,1.21405
741,1,4,1.21406
758,2,2,1.21417
742,1,4,1.21438
739,1,2,1.21446
742,3,6,1.21451
754,3,3,1.21459
752,2,1,1.2146
764,3,4,1.21465
756,2,5,1.21471
773,1,1,1.21478
747,0,2,1.21508
758,0,4,1.21509
750,0,6,1.21514
744,3,1,1.21516
754,2,1,1.21525
761,3,2,1.21527
745,3,6,1.21549
751,0,3,1.21559
756,0,0,1.21576
746,0,5,1.21581
750,0,2,1.21606
761,0,4,1.21606
764,2,2,1.21611
765,4,0,1.21617
756,1,5,1.21629
766,4,6,1.21636
758,0,1,1.21641
763,0,4,1.21671
780,1,1,1.21703
756,0,6,1.21708
760,2,1,1.21719
758,4,1,1.2172
765,0,4,1.21735
761,0,0,1.21738
763,3,3,1.2175
782,1,1,1.21768
771,2,4,1.21771
769,3,2,1.21785
761,1,5,1.21791
753,4,5,1.21808
771,4,0,1.2181
772,4,6,1.21829
768,2,5,1.21859
766,1,6,1.2186
773,4,6,1.21862
758,0,2,1.21865
773,4,0,1.21875
765,2,1,1.21881
761,0,3,1.21883
775,2,4,1.219
757,3,1,1.21938
757,4,5,1.21938
760,2,6,1.21943
769,3,3,1.21944
767,2,1,1.21945
779,3,4,1.21949
766,1,5,1.21953
755,2,3,1.21965
755,1,2,1.21965
761,2,6,1.21976
770,1,6,1.2199
773,0,4,1.21994
773,2,5,1.22021
777,2,2,1.22031
760,3,1,1.22035
760,4,5,1.22035
780,2,4,1.22061
771,0,1,1.22062
758,1,2,1.22063
775,1,3,1.22072
764,2,6,1.22073
760,4,4,1.22075
769,1,0,1.2209
772,0,0,1.22094
762,3,6,1.221
782,2,4,1.22126
767,0,2,1.22157
767,3,0,1.2217
776,3,3,1.22171
763,4,4,1.22172
773,1,5,1.22179
782,2,2,1.22192
766,4,5,1.2223
770,3,5,1.22241
778,1,6,1.22249
778,4,3,1.22249
784,2,2,1.22257
770,2,6,1.22267
789,3,4,1.22272
790,3,4,1.22304
782,2,5,1.22312
768,4,4,1.22335
778,1,5,1.22341
767,2,3,1.22355
776,0,6,1.22356
770,0,5,1.2236
782,3,3,1.22365
778,4,1,1.22368
792,3,4,1.22369
782,4,3,1.22378
789,4,6,1.22378
778,1,0,1.22381
771,3,1,1.22392
785,1,3,1.22395
774,3,0,1.22397
775,3,5,1.22403
802,1,1,1.22412
781,1,5,1.22438
772,4,4,1.22465
792,4,6,1.22475
784,0,0,1.22482
784,2,1,1.22496
780,0,3,1.22499
793,4,6,1.22508
785,0,0,1.22515
775,4,5,1.22522
776,1,4,1.22541
776,4,5,1.22555
775,4,4,1.22562
782,0,3,1.22564
